GPS time,SatPRN,Sat.X,Sat.Y,Sat.Z,Pseudo-Range,CN0,Doppler
1713027127418,27,91748.703,367983.949,26556292.117,21.000,36.6,569.735
1713027127418,28,85312.524,369529.139,26556292.117,40.000,31.7,-475.601
1713027127418,32,39642.344,377171.706,26556292.117,10.000,44.7,275.041
1713027127418,6,0.000,0.000,-26559000.000,19.000,36.4,-492.502
1713027127418,5,0.000,0.000,-26559000.000,11.000,42.1,330.901
1713027127418,20,258647.382,277365.360,26556292.117,53.000,28.3,-171.007
1713027127418,21,253767.296,281837.135,26556292.117,21.000,35.5,-719.302
1713027127418,60,0.000,0.000,-26559000.000,14.000,39.7,-0.480
1713027127418,43,1431909.638,10188566.485,24485163.442,8.000,46.2,-301.731
1713027127418,42,538468.710,10274595.061,24485163.442,10.000,43.3,-44.734
1713027127418,39,0.000,0.000,-26559000.000,27.000,33.8,-119.324
1713027127418,34,13235.609,379018.245,26556292.117,8.000,45.6,239.426
1713027127418,33,33053.752,377806.115,26556292.117,11.000,43.0,-479.946
1713027127418,21,253767.296,281837.135,26556292.117,8.000,45.7,421.209
1713027127418,16,0.000,0.000,-26559000.000,35.000,31.9,-179.931
1713027127418,14,0.000,0.000,-26559000.000,6.000,48.8,-307.569
1713027127418,12,0.000,0.000,-26559000.000,13.000,40.8,481.402
1713027127418,11,0.000,0.000,-26559000.000,8.000,45.5,-73.803
1713027127418,9,0.000,0.000,-26559000.000,17.000,37.8,-268.022
1713027127418,6,0.000,0.000,-26559000.000,27.000,33.9,-237.428
1713027127418,5,0.000,0.000,-26559000.000,16.000,38.7,-6.865
1713027127418,4,0.000,0.000,-26559000.000,11.000,42.7,-538.989
1713027127418,10,0.000,0.000,-26559000.000,12.000,42.0,-390.722
1713027127418,11,0.000,0.000,-26559000.000,92.000,24.7,-447.951
1713027127418,12,0.000,0.000,-26559000.000,16.000,38.8,-257.560
1713027127418,19,263448.682,272809.096,26556292.117,24.000,34.9,-83.850
1713027127418,24,206553.958,318065.203,26556292.117,17.000,37.7,357.690
