GPS time,SatPRN,Sat.X,Sat.Y,Sat.Z,Pseudo-Range,CN0,Doppler
1713027126418,42,1264208.507,8995310.936,-24957296.308,173618909864631.750,45.9,-46.135
1713027126418,39,-0.000,-0.000,-26559000.000,173618892731430.720,34.8,-120.332
1713027126418,34,-160953.755,-4609112.502,26155509.110,173618909974247.280,44.8,237.989
1713027126418,33,-401955.484,-4594372.205,26155509.110,173618906679350.660,43.0,-481.351
1713027126418,21,-3085978.138,-3427325.941,26155509.110,173618908293271.060,43.3,419.950
1713027126418,16,8943895.105,23299643.334,-9083713.000,173618892524645.560,33.4,-180.383
1713027126418,14,8945710.972,24578138.896,-4611922.009,173618909187637.100,46.0,-308.975
1713027126418,13,-1157384.683,-13228967.466,-23000768.715,173618892156093.280,31.2,7.470
1713027126418,12,2608747.831,24820577.633,9083712.992,173618908179604.750,40.9,479.603
1713027126418,11,-20267954.053,1773216.213,17071796.149,173618910267520.440,44.9,-75.202
1713027126418,9,-0.000,0.000,-26559000.000,173618892524016.000,38.1,-269.477
1713027126418,6,-0.000,-0.000,-26559000.000,173618893142539.100,33.4,-238.523
1713027126418,5,-0.000,-0.000,-26559000.000,173618894107928.060,39.1,-11.897
1713027126418,2,-0.000,-0.000,-26559000.000,173618893013796.840,33.3,-13.673
1713027126418,4,-0.000,-0.000,-26559000.000,173623102676537.840,35.0,-540.846
